City Name,Latitude,Longitude,Predicted Temperature,Heat Risk Score,Heat Risk,Tree Plantation,Green Roof,Cooling Infrastructure,Mitigation Priority
102,-73.24150179493815,-63.47547489447227,20.9732866989211,29.27458830382534,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
103,71.49883643159882,-26.842882098089973,24.065031233637214,58.41686783860918,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
104,72.07525028939949,2.7397363264038006,23.746717949317098,55.41649875664565,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
105,23.95826230918823,-92.73249633057112,21.689558261408838,36.026047184871175,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
106,-28.97463761123388,-138.65874309388673,20.631533154347142,26.05327515322508,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
107,-27.14227656972104,39.82321527898773,19.936106348046813,19.498295542968556,Low,Moderate Tree Plantation,Optional,Routine Monitoring,1
108,40.6720221966431,-76.09300083350792,20.105629885363125,21.096196746229182,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
109,71.47984679146387,29.245759712140423,19.699286958260043,17.266074614321653,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
110,69.67555636772113,-124.42942250128718,23.261339958698535,50.8414050114127,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
113,50.37759825437229,-6.789563332265715,22.712280800737847,45.66606297304063,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
114,25.5656963077718,11.73219571857092,25.556979256006247,72.47972647102156,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
115,-74.85480630089121,-161.3435267439263,21.094642490796343,30.418468197614203,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
116,-60.90683146296952,-58.822459850188594,20.600449204875915,25.760282917170628,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
117,71.73975393487427,-131.61071630196926,23.337717327728534,51.561325630147756,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
118,19.157230738726184,-157.18501062980363,23.66180552335156,54.61612808381723,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
119,-88.34453070900666,176.38568366038027,20.528607340473105,25.083113225037913,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
120,-71.73512228411423,-63.952615809099726,23.389791991350567,52.05217291293999,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
121,29.430318439450048,111.55480050766856,21.1075109444435,30.5397641420737,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
122,-89.08891490768063,-88.32936428504502,25.129285937855066,68.44835903662731,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
124,-61.054550744850246,65.34098000061454,22.99086517220246,48.29195380460292,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
125,8.772082085985502,93.68202956028716,20.523544165823647,25.035388566900373,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
126,34.54113558468478,34.42994661882395,22.130483661620083,40.18213806581532,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
127,27.3530267104681,-10.23257212194298,22.05437303735532,39.464731739715255,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
128,-49.63152429709924,-31.737270906983326,21.30049778034207,32.35882656949576,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
129,38.19225984255647,-54.40742404452169,21.335728849348662,32.69090887764598,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
130,-47.29516425057599,154.63049192921733,26.117128499871498,77.75960184967015,Extreme,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Pavements + Water Features,4
131,-31.428054331331808,119.02298680358253,20.39533383573021,23.82689891425417,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
132,44.36845292124434,167.40968783994452,22.526614288497736,43.91600072203822,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
133,26.93392182849864,-135.2529995452039,27.740980101533502,93.0657620990925,Extreme,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
135,62.86021388895202,83.11229107331195,20.97428169973985,29.28396701919842,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
136,28.37032061406181,157.80256445557364,18.860000209967602,9.355094663054787,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
137,12.29554860038489,-114.75609618036236,20.55771676106606,25.357493874050174,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
138,-73.13854179094335,-156.0613437479601,20.71979818481945,26.885246929122914,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
139,-23.811155449301964,86.80343374442128,19.35308294995516,14.002812118731942,Low,Moderate Tree Plantation,Not Required,Routine Monitoring,1
140,-42.26357381728942,26.81032074476829,24.26463027261569,60.2982558134145,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
141,-46.08186419176496,123.05835963297795,19.920224724239176,19.34859794820563,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
142,85.14189985544022,-129.6819444145358,23.88734700260981,56.742045267927686,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
143,-19.24240955998313,106.29623226956043,26.391048387889075,80.3415260213184,Extreme,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Pavements + Water Features,4
144,70.5683799318804,-107.41416478281197,24.59710174770285,63.432077691495905,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
146,23.60495267950732,-121.08386056834638,22.529311371323633,43.94142298469873,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
147,53.06603463749673,-120.86431274484256,21.218400040796794,31.584986671620108,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
148,0.4746767589345779,113.24689928329758,23.461827575011522,52.73116857119272,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
149,13.842699232744636,59.47099945063204,21.890237433641214,37.91761631949308,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
150,-1.346815112604503,8.30355291688295,21.40051434401005,33.30156637991426,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
151,-54.85626219635199,-50.82102571553909,21.423408336655044,33.5173614191991,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
152,40.04138074707095,135.79219469271897,24.019775285607146,57.99029265644427,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
153,-39.46097476064595,-38.71976132785127,21.630808131288347,35.472278044034496,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
154,-85.62312604233831,113.97579820976772,21.019549000866547,29.710649213799773,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
155,26.1850132632902,-21.91143291472136,22.59312837324927,44.54295163245926,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
157,-58.1200777067312,-44.30000540703327,21.98550113398037,38.815556415651926,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
158,79.28254518352458,-13.435277158941688,25.144009420643474,68.58714018310543,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
159,81.70714386046572,-71.50396530090885,23.204194014770493,50.302756667886804,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
160,74.67559023968073,89.13937686345042,25.23967069250965,69.48882772361014,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
161,-23.37143395402001,0.9793404332924922,19.160036643600915,12.183189132497905,Low,Existing Green Cover Sufficient,Recommended,Routine Monitoring,1
162,-87.21780902480387,-96.40342974714576,21.364691473136173,32.963905843921495,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
163,77.09734126579056,143.84684637884465,24.464139534811498,62.178797566914376,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
164,-12.926853302883416,-41.79916030564388,19.349443670440458,13.968508863811701,Low,Moderate Tree Plantation,Not Required,Routine Monitoring,1
165,83.99786742786051,15.679030001035898,19.759829441331526,17.836738181633844,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
166,83.45159587606551,146.3299599472369,25.123124812731714,68.39028527646458,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
168,63.54170198412481,44.72567852903717,21.351581030515135,32.84032895087716,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
169,-36.99919942747458,-137.91670534498894,23.406869187065023,52.21313977342693,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
170,-20.68240885165345,158.33956450085105,19.965587005351814,19.776175408657522,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
171,63.20460087303425,45.97489910571042,18.456089576849497,5.547898937396247,Low,Moderate Tree Plantation,Not Required,Routine Monitoring,1
172,-32.95403907187002,-59.433978723449,21.73960187157348,36.497750089160995,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
173,-59.49130559650335,-129.8620538411806,23.423164163309178,52.36673356081383,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
174,10.224227242503034,105.84906813730656,23.41732661569273,52.311709789436236,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
175,78.50785934894057,43.22619213426486,23.04986935452105,48.848117600007676,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
176,35.28536340149515,12.045993111475752,20.915918522151323,28.73384522979278,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
177,12.611010616085691,141.80132989834476,19.61911087275106,16.51034791385479,Low,Moderate Tree Plantation,Optional,Routine Monitoring,1
179,-72.50823112126166,103.89499604083107,23.494203493806943,53.03633869929914,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
180,20.70130080585055,-125.39704329620956,22.716942515624442,45.710003536955654,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
181,88.20969301876738,-67.78005559360264,27.288953683481928,88.80503483522895,Extreme,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
182,-64.78487725742568,-90.54390966679232,21.6800269715006,35.93620680132265,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
183,3.299337425472615,87.82066532616369,23.572211879661374,53.771633016504374,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
184,67.92715294703197,-167.92832349511943,19.798444740297427,18.200719689209105,Low,Existing Green Cover Sufficient,Optional,Routine Monitoring,1
185,43.33835119575679,25.16028655367396,21.27780715961898,32.14494848076461,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
186,35.46283337914824,94.4851268666486,24.85331198425987,65.84707357798604,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
187,36.44713511767967,135.63562923422978,23.152840996878794,49.81871150000489,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
188,-25.291592780444063,-56.85057046227331,22.98447495525125,48.23172066224946,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
190,-37.1534680323912,115.65262968192462,22.70653890690644,45.61194081863396,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
191,55.68500798613246,-140.1725746961254,24.021953655903882,58.01082561943812,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
192,55.82041104225255,124.72282502442653,22.160571690423236,40.46574291614706,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
193,66.07301734441867,-134.10408156048632,26.563989822760245,81.97164376926649,Extreme,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
194,74.38329946016484,-36.97657539826778,26.96628941411873,85.76365407815663,Extreme,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
195,2.041631794968808,107.02633168063932,25.88755195694639,75.5956508137974,Extreme,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Pavements + Water Features,4
196,0.2729330436959287,-126.02972615444143,22.837586248070235,46.84717167474223,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
197,53.69313221401953,-97.46949771624908,22.873502784408103,47.185715086116126,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
198,26.99350753999772,80.01092462150388,23.049160771132883,48.84143860860337,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
199,36.35403790638661,79.21315315658677,22.558086622726414,44.21265380944749,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
201,53.2426804984982,50.81314783870704,22.100252860833145,39.89718747005912,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
202,70.20096152716192,69.821440008156,24.91812653780167,66.45800498451983,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
203,-29.160871766723552,15.380799605134628,24.384436574096448,61.42753046356001,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
204,-22.39506852481007,-89.35233879349701,21.508095436880392,34.31560820836468,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
205,-73.08325082864357,-55.549442338589,22.451685962356837,43.20973854514978,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
206,14.090425379311313,-114.62482195148677,24.250544562579236,60.165486208837216,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
207,-83.53039071658642,147.04220208010622,24.125519681726388,58.98702208099448,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
208,-6.192356736157166,30.02104611580336,24.352119702860044,61.12291690811068,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
209,7.676034247363788,-35.69348996508964,22.89887896208646,47.424906796531786,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
210,-38.4225746169088,-13.677910688112236,20.62448288233565,25.98682043956806,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
212,16.349986902421932,161.02200226025354,22.72084534802518,45.746790998378344,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
213,-84.5099550109711,-124.79349487821112,23.18223607186528,50.095784680723156,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
214,-83.2773260251414,31.042739526047,23.211696866538958,50.373477324490054,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
215,58.06810091873848,2.119924398407761,23.321989503767995,51.41307772764957,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
216,-25.16568454597268,40.123524756473216,21.74347219971739,36.53423117076225,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
217,-67.12910772266073,-173.48033382449742,18.328952858498344,4.349528973862186,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
218,4.003786809864792,133.96460721989456,21.164987544314513,31.081529194568176,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
219,48.59883955774996,155.56258169410046,24.253775833642724,60.195943642667025,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
220,-51.15221505056823,23.447946092115217,20.26287788852029,22.578390767383464,Low,Existing Green Cover Sufficient,Not Required,Routine Monitoring,1
221,22.120285647420047,70.7942965956812,20.11465327795582,21.181249772549986,Low,Moderate Tree Plantation,Optional,Routine Monitoring,1
224,-74.63745630112176,152.09977722382644,20.989102209360894,29.423662724770043,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
225,-80.69729018965062,74.60590835282349,25.381557642216062,70.82623096124917,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
226,5.643833682266646,-125.08594455086592,23.388146190507214,52.03665986271964,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
227,7.314321889819169,27.46380966005273,21.82671351065841,37.31885018602891,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
228,24.737382269677184,38.41741669782812,21.205381598827447,31.46227696170777,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
229,40.69644007007909,-27.312958331141036,22.23264619228601,41.145105411020225,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
230,85.65337430325624,85.11992482490024,25.112807399603195,68.29303502370566,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
231,2.9340626942151573,156.37212531684537,23.650419974617083,54.508809759113696,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
232,-31.867834870575727,153.20466464643948,21.32035615896124,32.54600840626434,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
233,53.13351505836667,-17.697826294512453,22.05126070915603,39.43539544191663,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
235,-41.25019477282664,-139.2343034973281,18.935540223922093,10.067122509471078,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
236,-10.985144272985508,174.54283162644043,22.698889321547025,45.53983707514347,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
237,-75.87785135839212,122.0033111205363,23.419369433578083,52.33096505751714,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
238,-85.43686618521765,-135.12143476682394,23.835490638559214,56.25325564127803,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
239,83.27671464202652,151.50307774225405,19.642779164010552,16.73344136554519,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
240,60.47642169219705,133.1626903423662,19.65853794155948,16.881981031517142,Low,High Priority Tree Plantation,Not Required,Routine Monitoring,1
241,35.27535709686563,6.781700565385961,24.454862483894605,62.09135359861661,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
242,-16.388470005431415,32.85915686817452,25.896167329530467,75.6768579100896,Extreme,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Pavements + Water Features,4
243,-58.80702238724776,-36.35902660675311,22.645397858686863,45.03563527389779,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
244,-61.84133231920451,-160.28581002406872,22.993672069454114,48.31841116012326,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
246,-44.95627833037284,-59.32899300747568,21.941934975170625,38.404908910971535,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
247,8.860799647101686,109.0272414952841,21.569428976362655,34.89372814433601,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
248,38.62726608601122,-178.33247171834296,22.149408821923625,40.36052353900484,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
249,28.835527809191632,-59.94029819118809,20.991581227253413,29.447029542948034,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
250,-39.61189854973029,-36.659270307260414,23.3547790814438,51.72214693686986,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
251,81.87575051937495,13.462417057652232,24.580336844015367,63.2740544447016,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
252,42.82144500523833,151.14802190859376,22.854127069297117,47.003082756824234,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
253,9.783729452052128,-55.31544202825396,21.085655715504053,30.333760319992535,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
254,20.1097343221834,-55.096847317358026,24.5266047090905,62.76758410784209,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
255,-14.47198876299781,85.50044931950941,24.996047062022438,67.19247113230169,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
257,-45.40842188979165,-17.201541279669414,21.800330420170372,37.07016747975722,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
258,-25.924917842772917,-99.1422637416065,23.979745879298918,57.61298200378617,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
259,46.41229988358643,-17.12177419223039,21.889205475175228,37.907889247367166,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
260,-87.40917204664395,-129.29147266327206,23.603303819657,54.064700569938076,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
261,-69.10692470875507,-116.5006848577596,21.73825122765074,36.48501913991648,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
262,-81.7195244360845,-0.5876018137873018,22.198742252517597,40.825532406534506,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
263,-82.66881558258538,-29.186838178362763,22.207674376340456,40.909725148322266,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
264,63.9829051219813,149.34452438451603,23.072225132312607,49.05883951389921,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
265,36.65841468840426,-49.53819631801207,23.558762798235705,53.64486416933993,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
266,-4.648710764281461,29.01180610009564,25.266349564473607,69.74029841781409,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
268,-72.38985108281973,47.61514365103093,22.136189054352347,40.235916166817006,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
269,-1.5091424789701762,-175.28599562819988,20.577842098919323,25.547192025002214,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
270,-4.77508125949818,58.87345392601583,22.367091613726522,42.41236601738563,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
271,-58.82366341619726,-115.90705192688948,20.445666118828026,24.30132280251217,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
272,-11.906703137164854,165.98531428900384,24.704801697972524,64.44723985039961,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
273,-18.26914780847278,-126.48141800887932,24.84214002799481,65.74176854104944,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
274,20.853017649398964,-30.735315458271455,23.13058788205322,49.60895727048021,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
275,24.316857156175885,-149.27411949168825,20.14744521523193,21.490341222977733,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
276,-81.84527824103199,178.87473066454106,23.408423233415068,52.22778796076404,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
277,-22.569729367235183,0.7902037192473301,24.195021091432206,59.64213102902226,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
279,22.654784828562555,34.338606235215764,23.31293379660444,51.3277201094563,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
280,0.5645265444157843,-155.8524681401661,20.408339980862905,23.94949271619059,Low,Moderate Tree Plantation,Optional,Routine Monitoring,1
281,64.16817141389802,89.98576934370402,24.342004596794048,61.02757356871466,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
282,28.564853691410107,-104.43398648558912,22.382621976290707,42.55875268097961,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
283,-60.671803125342656,143.29954419865695,25.266795298396882,69.74449983304888,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
284,-77.29762546792263,-106.14972942647742,25.874987302849387,75.4772184343297,Extreme,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
285,25.635470077136816,-111.35242056108004,20.556994831449796,25.350689083277388,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
286,-85.22796410250807,-166.84211957468585,21.101457815969123,30.482708340703468,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
287,15.439604629223396,-10.05589976040028,21.946378001186712,38.44678814927446,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
288,79.24144345649236,23.342807974541927,25.07957185321844,67.97976218619914,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
290,13.58535201765821,-156.34488980579314,24.203577758950324,59.72278478094102,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
291,-20.12941328282605,99.18994201020382,23.91753004858723,57.026545734641054,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
292,25.791879319623572,-16.81601949071006,24.16286815691366,59.339062714327525,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
293,-7.514479711527002,8.780496957928818,22.057735796401026,39.496428557811875,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
294,8.21102207686829,-21.325411102237865,25.57954291332089,72.69240782338005,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
295,79.46366557977453,-35.72529808488264,26.67816990226052,83.0478865689991,Extreme,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
296,-20.50152519586064,21.470519270958448,27.38078983062766,89.67066737422662,Extreme,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Pavements + Water Features,4
297,83.01430148830457,-124.1135114649435,21.177783069106436,31.202137723537305,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
298,72.96311555209147,-114.5058730217024,21.772093935468178,36.804014982022935,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
299,-54.75759573792664,130.24282356486623,20.741072600846223,27.085776103454734,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
301,-77.51496584247022,160.6015663681078,25.185863385362076,68.9816488256445,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
302,-71.8599597520632,-45.608646139288936,24.245131989166683,60.11446817496668,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
303,-86.72007138272104,-82.53191766832065,22.528091033971638,43.92992028392923,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
304,-73.00026706393288,51.83983556604568,23.798401986274445,55.90366405623125,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
305,32.941219214944226,-32.855698404685285,23.15801752051381,49.86750456718625,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
306,-77.18604327715879,-170.86091196227585,21.677695547601857,35.914231180048546,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
307,-32.58438654712297,-123.78506494817148,22.278704336526463,41.5792419637778,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
308,62.07755597450182,77.75000238506311,23.007226259939447,48.446170748134485,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
309,-85.81105156755135,57.2126190876545,22.964587336049203,48.04426320851755,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
310,56.60432686600845,-170.24544269874593,20.63363896376504,26.073124169214047,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
312,-39.266140540788015,-100.0900217041382,23.55566531424639,53.615667790642554,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
313,-68.73033102810187,-96.8130732282943,26.13264605981088,77.90586783781163,Extreme,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Pavements + Water Features,4
314,35.412689765547114,61.88138769554223,22.65439732731821,45.12046279686238,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
